total_lead_change_moves
8.88136
5.0597
7.2963
10.7619
8.46479
3.70909
9.07792
5.65946
4.61017
3.52055
12.8475
8.35821
3.42857
10.4286
6.05634
8.54237
10
14.5874
8.44928
2.78182
11.2769
16.0291
7.11594
12.971
7.11494
5.83673
9.27536
6.87692
2.69333
10.6761
8.29508
2.1194
3.88
8.44304
7.70588
4.02899
7.69697
6.90196
11.36
13
3.90909
3.85333
9.92754
7.94937
3.76543
2.98305
4.4902
2.69091
3.59016
2.79032
