total_more_than_one_move
89.8305
92.0635
92.2705
92.963
93.5484
93.6869
93.8689
94.6809
94.8396
94.6835
95.0362
94.8743
94.8952
94.7414
94.6385
94.5736
94.6785
94.9198
94.7604
94.6914
94.5994
94.7427
94.7227
94.6002
94.6349
94.7624
94.885
94.8543
95.0242
95.0043
94.9646
94.9393
94.9705
95.0457
95.0535
94.9964
95.0991
95.1485
95.0081
95.0567
95.048
95.0696
95.0222
95.0492
94.9929
95.0195
95.0069
95
94.9482
95.0342
