game_evaluation_1
0
0.027027
0.0133333
0.038961
0.0526316
0.0769231
0.0632911
0.075
0.0617284
0.0731707
0.0352941
0.0465116
0.0227273
0.0444444
0.032967
0.0537634
0.0769231
0.0967742
0.0851064
0.0947368
0.142857
0.152174
0.177778
0.177778
0.164835
0.173913
0.2
0.2
0.125
0.125
0.173913
0.162791
0.2
0.0909091
0.0714286
0.04
-0.0212766
0.0222222
0.157895
0.391304
0.230769
0.392857
0.245283
0.619048
0.478261
0.5
0.488372
0.333333
0.0909091
0.419355
0.517241
0.688889
0.5
0.777778
0.846154
0.885714
0.833333
0.823529
0.933333
1
