total_narrowness
23.7627
23.9552
24.9012
23.6825
28.8873
27.0182
17.039
17.773
23.7797
26.863
19.5311
25.6418
32.4444
24.6508
27.1972
23.4407
27.746
22.6713
28.3623
27.6909
29.2462
25.2427
33.3478
22.2609
32.8506
31.2857
25.6667
27.5846
21.96
20.6197
30.8852
22.8209
23.5067
21.0886
21.6941
23.5072
23.8182
25.9281
23.5733
28.493
28.3455
25.1733
27.8116
19.3418
26.9383
29.339
26.1765
31.9636
30.4426
19.9731
