total_branches
68.9322
70.5672
71.2716
78.3968
106.873
78.5273
42.8571
48.3622
76.5593
70.9726
48.5819
78.5522
87.0159
72.9524
86.9014
76.322
94.7143
83.0979
71.9565
75.0545
79.7692
97.9903
87.0145
55.8406
84.3908
82.6531
92.4348
89.0462
59.4
64.7606
85.377
64.6418
63.16
84.7089
64.0118
74.087
86.0101
87.1895
74.1333
111.944
77.9455
97.4267
84.0145
63.3291
66.8395
82.1695
64.4902
76.1818
78.623
44.8871
