total_drama
0.0696544
0.0486737
0.0702247
0.047518
0.0447532
0.0454883
0.0831002
0.0785816
0.0498724
0.0527472
0.140391
0.0471574
0.0494636
0.0995793
0.0719368
0.0395247
0.0444951
0.0756456
0.0606379
0.0570843
0.0474228
0.0513425
0.0596045
0.0532938
0.064835
0.0417733
0.0623749
0.0438659
0.0576011
0.054588
0.052723
0.0504943
0.0450249
0.0512798
0.0664109
0.0421118
0.0451784
0.0558708
0.0690787
0.0366418
0.0409667
0.0403402
0.0397288
0.0357349
0.0415184
0.0458454
0.0434305
0.0434835
0.0334466
0.0654717
