game_evaluation_2
0
-0.0140845
-0.0277778
-0.0136986
0
-0.0140845
-0.0410959
-0.0133333
0.0422535
0.0144928
0.0294118
0.0571429
0.0422535
0.0555556
0.0857143
0.104478
0.0882353
0.0909091
0.0606061
0.0461538
0.03125
0.0461538
0.0461538
0.0882353
0.121212
0.134328
0.0704225
0.0434783
0.0571429
0.108108
0.04
0.027027
-0.0263158
-0.04
-0.0285714
0
0.0144928
0.0153846
-0.0149254
0.0153846
0.047619
0.118644
0.157895
0.132075
0.08
0.0416667
0.0196078
0.0384615
0
-0.0204082
0.0666667
0.0869565
0.136364
0.173913
0.0566038
0.0740741
0.0740741
0
-0.0204082
0.0566038
-0.0508475
-0.0689655
-0.0909091
-0.0566038
-0.04
0.08
0.173913
0
-0.0232558
-0.128205
-0.0243902
-0.0526316
-0.0555556
-0.027027
0
-0.0588235
-0.0857143
-0.027027
-0.0526316
-0.025641
-0.0555556
0.128205
0.1
0.0769231
0.05
0
0.0285714
0.0555556
0.0857143
0.179487
0.210526
0.189189
0.128205
0.128205
0.257143
0.297297
0.230769
0.0909091
0.16129
0.2
0.0588235
0.117647
0.0555556
0.210526
0.15
0.0857143
0.027027
0.0857143
0.027027
0
0.0285714
0.0555556
0.027027
0.0697674
0.121951
0.135135
0.2
0.176471
0.225806
0.235294
0.272727
0.133333
0.0967742
0.272727
0.3125
0.166667
0.235294
0.297297
0.230769
0.243243
0.257143
0.235294
0.105263
0.3125
0.354839
0.125
0
0
0
0.0666667
0.142857
0.111111
0.272727
0.36
0.478261
0.466667
0.294118
0.368421
0.238095
0.304348
-0.04
0.037037
0.0434783
0
-0.238095
-0.3
-0.222222
-0.375
-0.285714
-0.4
-0.25
0
0.333333
0.555556
0.0769231
-0.0909091
0.2
-0.333333
-0.5
-0.2
-0.25
-0.272727
-0.333333
-0.555556
-1
