game_evaluation_1
0
-0.0285714
-0.0555556
-0.0704225
-0.0571429
-0.0724638
-0.0857143
-0.117647
-0.130435
-0.147059
-0.134328
-0.101449
-0.0882353
-0.0277778
-0.0410959
-0.0555556
-0.105263
-0.135135
-0.0985915
-0.130435
-0.121212
-0.104478
-0.0909091
-0.0967742
-0.0666667
-0.103448
-0.16129
-0.142857
-0.133333
-0.157895
-0.148148
-0.176471
-0.192308
-0.215686
-0.2
-0.25
-0.28
-0.254902
-0.269231
-0.222222
-0.236364
-0.214286
-0.2
-0.178571
-0.206897
-0.166667
-0.137931
-0.118644
-0.174603
-0.138462
-0.125
-0.0967742
-0.153846
-0.111111
-0.111111
-0.132075
-0.176471
-0.153846
-0.269231
-0.28
-0.487179
-0.567568
-0.6
-0.473684
-0.384615
-0.405405
-0.586207
-0.483871
-0.625
-0.733333
-0.26087
-0.384615
-0.135135
-0.241379
-0.333333
-0.2
-0.238095
0.153846
0.2
0.304348
0.428571
0.444444
0.625
0.636364
0.8
1
