total_branches
81.3103
65.9
66.75
75.3684
76.9865
82.8462
75.3333
61.6176
74.3065
67
78
73.9259
78.7241
81.8382
75.6667
88.5
71.1154
91.1667
58.8269
90.2222
82.68
104.953
84.4834
80.1094
86.8721
90.8113
89.6667
86.5204
76.0469
110.994
76.8143
71.4844
78.6129
76.2576
72.14
97.7576
83.697
78.6667
65.1316
81.5526
68.9397
54.88
86.3438
89.9667
40.9211
73.8889
94.8365
78.2766
83.375
67.8917
