game_evaluation_3
0
-0.0285714
-0.0555556
-0.0704225
-0.0958904
-0.0666667
-0.0909091
-0.037037
-0.0487805
-0.0617284
-0.0731707
-0.060241
-0.0714286
-0.0588235
-0.0804598
-0.105882
-0.116279
-0.129412
-0.170732
-0.156627
-0.2
-0.21519
-0.25
-0.285714
-0.292308
-0.333333
-0.40625
-0.384615
-0.428571
-0.343284
-0.353846
-0.34375
-0.333333
-0.354839
-0.428571
-0.384615
-0.476923
-0.476923
-0.448276
-0.418182
-0.5
-0.673469
-0.673469
-0.56
-0.74359
-0.789474
-0.733333
-0.857143
-0.851852
-0.785714
-0.806452
-0.866667
-0.9
-0.809524
-0.84
-0.916667
-0.92
-0.777778
-0.777778
-0.92
-1
