total_more_than_one_move
96.5517
94.9153
95.5056
96.063
96.0366
96.3158
96.1364
95.8661
95.614
95.1562
95.1429
95.2255
95.3202
95.3409
95.3961
95.4183
95.2865
95.2715
95.4254
95.4476
95.5571
95.6815
95.7746
95.7572
95.7375
95.6591
95.6901
95.4568
95.4524
95.6291
95.4604
95.4148
95.3677
95.2909
95.3046
95.2327
95.1643
95.1816
95.1348
95.1585
95.1459
95.0952
95.0996
95.1122
95.0471
95.0075
95.013
95.0607
95.0207
95.1004
