total_drama
0.0385749
0.0537101
0.0442202
0.0482501
0.0662978
0.0457388
0.0440094
0.0549742
0.0558557
0.0426036
0.0516996
0.0530616
0.0482505
0.0493854
0.039268
0.0501899
0.0569611
0.0407107
0.0749167
0.0438347
0.0502406
0.036989
0.0697639
0.0658329
0.0476948
0.0454464
0.0368676
0.052749
0.0345122
0.0581495
0.0677695
0.0492754
0.0542833
0.0633818
0.0385996
0.0558347
0.0396323
0.0558358
0.0505685
0.0402054
0.0962807
0.0438693
0.0565358
0.0461675
0.0531377
0.0624238
0.0498774
0.0381558
0.037544
0.0911118
