total_drama
0.0440877
0.0409029
0.0593648
0.0313077
0.0473531
0.0441101
0.0394506
0.0385624
0.0298655
0.0370472
0.0444193
0.0398292
0.0431669
0.0391793
0.0434225
0.0528245
0.036694
0.0304617
0.0345414
0.0484918
0.0506093
0.0446828
0.0530783
0.0300415
0.0435145
0.0410842
0.0507612
0.0333835
0.0477539
0.0336349
0.0370298
0.0326284
0.035338
0.0335771
0.0387546
0.0482623
0.0390523
0.0421697
0.0380901
0.0441775
0.0352309
0.030408
0.0504292
0.0342392
0.0310311
0.0414773
0.0445114
0.0360995
0.041195
0.0361874
