decisiveness
1.2987
55.9322
85.9155
1.63934
50.9434
33.3333
1.88679
1.23457
1.40845
1.23457
29.8246
0.628931
6.32911
1.63934
2.04082
1.75439
1.88679
5.45455
1.20482
1.81818
2.5641
2.22222
2.32558
1.88679
1.5873
2.12766
23.0769
1.81818
3.52941
1.96078
1.53846
1.75439
1.07527
1.2987
1.44928
60
1.20482
6.12245
1.63934
60
1.36986
1.44928
1.96078
1.49254
1.63934
2.22222
61.194
1.88679
1.53846
4.61538
