total_lead_change_moves
5.88312
6.47458
5.84507
3.91803
8.0566
5.35897
7.16981
1.77778
1.85915
3.17284
6.64912
1.93711
6.68354
5.81967
3.83673
3.2807
6.81132
6.2
4.50602
4.81818
7.33333
2.77778
5.90698
3.75472
3.63492
3.59574
6.12821
4.45455
2.44706
8.96078
4.33846
4.7193
1.87097
3.18182
5.81159
4.90909
4.9759
5.81633
2.7377
6.41818
6.0274
2.7971
2.37255
1.9403
4.44262
4.57778
8.9403
2.28302
6.75385
7.67692
