total_branches
78.4545
72.8814
97.1127
74.6721
51.6981
39.8205
67.7358
78.7778
82.4225
86.2469
69.8246
97.8302
95.9367
66.2951
54.7755
74.1754
72.6415
65.6545
83.6627
77.6182
59.641
51.7333
35.8837
72.7736
85.2698
73.7447
41.4615
57.8182
66.1647
71.8235
73.7538
76.6316
76.5484
108.13
78.3188
70
81.6627
60.102
73.7705
66.8727
111.301
67.1014
44.3529
79.6567
73.1311
53.9111
67.5672
61.2453
74.6615
73.9538
