total_more_than_one_move
93.5065
93.3824
93.7198
93.6567
92.8349
93.0556
92.9782
93.3198
93.2743
93.808
93.4566
94.0835
94.2614
94.2116
94.1009
94.1336
94.3152
94.2434
94.2263
94.2393
94.1852
94.089
94.0581
94.133
94.114
94.0389
93.9988
94.0161
94.1306
94.1836
94.1723
94.1383
94.3035
94.4137
94.3177
94.3231
94.4796
94.3435
94.3617
94.3262
94.4466
94.4403
94.3244
94.4246
94.4736
94.4559
94.4127
94.4775
94.4319
94.4515
