total_narrowness
22.5065
27.4407
34.2676
26.2459
23.6226
15.0256
24.5283
23.9383
28.831
32.8889
26.3333
35.9686
25.7468
24.9672
24.7347
24.9649
28.8679
18.7091
29.2169
28.0909
24.2308
26
15.3953
27.2075
20.8095
26.9574
19.1026
22.5455
27.0235
23.5882
25.0308
24.2982
34.4839
38.5714
25.6232
28.1455
23.6386
22.0816
26.7377
25.2
27.4658
26.1304
20.7255
26.5821
28.7869
21.4889
21.1642
25.3585
27.9846
31.0462
