game_evaluation_2
0
0.027027
0
0.025641
0.0526316
0.0649351
0.0789474
0.0909091
0.0632911
0.0864198
0.1
0.111111
0.0843373
0.0843373
0.125
0.146341
0.13253
0.142857
0.156627
0.156627
0.129412
0.149425
0.123596
0.142857
0.155556
0.155556
0.181818
0.191011
0.177778
0.218391
0.204545
0.0422535
-0.0491803
0.047619
0.03125
0.194444
0.211268
0.19403
0.193548
0.220339
0.208333
0.32
0.346939
0.404255
0.409091
0.5
0.571429
0.692308
0.65
0.675676
0.589744
0.673469
0.708333
0.854545
0.821429
0.827586
0.859649
0.962963
0.892857
1
