total_narrowness
28.2067
19.4096
20.5657
22.5738
25.8889
29.2222
26.9429
22.0157
23.2836
21.1818
31.6292
27.0483
23.4536
26.5766
23.592
33.2469
25.6
27.4839
31.1839
18.1895
31.0674
27.8358
23.9155
34.5234
32.5405
30.1304
24.8283
21.9263
21.7797
34.4595
30.4955
32.1895
24
29.9391
20.0506
24.2113
30.9143
23.9041
23.4746
33.023
31.7273
29.4328
30.7383
30.6838
27.7802
33.3248
26.2899
21.76
19.5806
29.8387
