total_branches
52.1061
38.3855
44.1212
46.9836
47.303
53.8571
60.3143
42.5906
50.0149
49.0909
62.2697
55.2207
51.6701
46.8919
41.872
57.8025
48.9818
54.9892
58.5517
34.7579
66.3146
53.7015
47.8873
63.4019
57.6216
56.6
57
42.9474
36.8983
61.991
59.7568
60.4
53.7216
61.8696
40.0253
43.8169
63.0952
48.7808
43.7288
57.1379
58.7922
51.4328
59.7944
53.0513
49.4176
60.1624
49.1775
39.44
37.7312
54.7957
