total_decision_factors
56.7805
41.8289
52.4337
54.9423
51.9333
59.4211
64.551
47.7434
52.3125
51.726
65.1529
60.1128
54.4239
54.0625
47.027
62.3467
59.6444
59.3837
65.1923
38.2907
72.7654
58.8852
53.8413
69.1327
63.85
60.757
63.2921
47.8824
41.7308
68.0297
63.1143
67.3882
61.1647
65.8148
42.6622
50.0323
68.2165
54.6615
48.566
61.2963
61.9589
52.9846
62.6765
57.3889
54.7317
66.3019
53.1923
43.3971
40.2644
59.8588
