decisiveness
25.6983
12.0482
4.0404
60.6557
55.5556
14.2857
65.7143
85.0394
64.1791
24.6753
85.3933
45.5172
20.6186
71.1712
25.6
33.3333
60
53.7634
35.6322
21.0526
59.5506
40.2985
46.4789
58.8785
76.5766
44.3478
47.4747
14.7368
27.1186
50.4505
45.9459
54.7368
50.5155
53.0435
69.6203
14.0845
9.52381
57.5342
38.9831
65.5172
62.3377
79.1045
21.4953
48.7179
1.0989
41.0256
39.645
41.3333
34.4086
29.0323
