total_drama
0.00398058
0.0114031
0.00982603
0.0165893
0.0553607
0.00436659
0.00877304
0.00439475
0.00906726
0.0141175
0.0194325
0.00419881
0.0400795
0.00467794
0.00370526
0.00401395
0.00438398
0.0757028
0.0480677
0.00405243
0.0351089
0.0165306
0.00773632
0.0107658
0.00401394
0.0496232
0.00419692
0.00455727
0.00455396
0.00401355
0.00419889
0.00669731
0.00439385
0.0040136
0.00568174
0.0081677
0.0043947
0.00438741
0.0378684
0.00916142
0.00365157
0.00401399
0.0134243
0.0044487
0.0640516
0.00401394
0.0396256
0.00401387
0.0428462
0.0438678
0.00508949
0.00393068
0.0528338
0.00401394
0.0558141
0.00914481
0.00475706
0.0699405
0.039127
0.0561027
0.00419905
0.00401394
0.00398356
0.00401391
0.076353
0.00438751
0.00401394
0.0119541
0.00439455
0.00455654
0.00419914
0.00641162
0.0040136
0.0482431
0.0155525
0.00417588
0.00352514
0.00401387
0.0425926
0.0040136
0.00438703
0.0048834
0.0360788
0.00427793
0.00389535
0.0342712
0.054473
0.00697433
0.00401394
0.00669708
0.029984
0.00368626
0.00419781
0.00744751
0.00631824
0.0354187
0.00401394
0.0446921
0.0543702
0.00729956
