total_distance
2.54264
2.34653
2.51773
2.39041
1.7
2.64706
2.42574
2.52475
2.57616
2.45205
2.46622
2.48515
1.8932
2.6391
2.6391
2.52475
2.44554
1.90099
1.71296
2.65217
1.83553
2.56463
2.54815
2.52206
2.52475
1.56667
2.55556
2.60839
2.61194
2.52475
2.48515
2.62963
2.52475
2.52475
2.6125
2.36634
2.52475
2.48515
1.63158
2.57143
2.62774
2.52475
2.32673
2.61364
1.87356
2.52475
1.83333
2.52475
1.68519
2.02484
2.63889
2.58647
1.52381
2.52475
1.50667
2.41584
2.41584
1.93243
1.68571
1.95294
2.48515
2.52475
2.57364
2.52475
1.85938
2.50495
2.52475
2.37624
2.52475
2.61644
2.48515
2.63121
2.52475
1.87379
2.38614
2.57143
2.63187
2.52475
1.89474
2.52475
2.48515
2.60667
1.87324
2.59712
2.6124
1.75
1.40141
2.64539
2.52475
2.62222
2.01205
2.63975
2.48515
2.44554
2.64029
1.95349
2.52475
1.46269
1.71084
2.60135
