total_narrowness
36.7752
38.2772
27.1418
32.9932
27.6667
32.7426
43.3465
32.4752
39.7616
24.0753
18.0203
33.5941
28.068
28.8947
34.985
28.6931
38.3861
23.8416
24.037
34.2971
28.875
29.4558
37.4074
33.1176
35.1287
24.05
26.9481
35.1678
33.0522
31.1782
35.1188
35.9037
33.5248
33.7723
30.7125
38.2673
34.3861
35.5644
24.9825
30.85
32.1387
30.5743
35.7525
32.4318
28.3563
34.9604
24.9722
33.9109
21.3519
29.5404
34.7847
33.8872
26.9048
34.1287
18.9067
39.9109
37.5545
30.7027
24.1286
27.6471
36.2772
31.4851
35.814
34.6337
25.0469
33.6238
35.396
34.2673
34.0792
35.3082
33.1287
36.8582
35.0495
24.165
34.9505
35.2105
36.7582
31.5446
28.5053
30.5347
35.5347
39.78
27.6338
34.4173
28.4729
27.2391
20.0775
33.0922
32.9505
37.4963
23.6506
36.2547
38.8713
36.2475
36.8201
27.5233
32.0099
30.0597
26.9518
31.9527
