total_more_than_one_move
94.5652
92.268
91.8079
91.0959
91.4474
91.6905
91.3534
91.129
91.0526
91.068
91.5371
91.4422
91.5165
91.5242
91.4683
91.6462
91.2633
91.3483
91.4544
91.4126
91.4258
91.3889
91.5725
91.3938
91.3306
91.0138
91.0284
91.1119
91.1562
90.8728
90.8414
90.7828
90.7975
90.7957
90.6794
90.6813
90.6938
90.6839
90.6416
90.5244
90.5268
90.4599
90.392
90.4176
90.3705
90.5094
90.4894
90.5355
90.4781
90.435
