total_drama
0.0425102
0.0589299
0.0480823
0.046231
0.0561427
0.0492131
0.0482619
0.0513512
0.047532
0.0429562
0.0545394
0.0512493
0.0424569
0.0509864
0.0516251
0.0420674
0.0431932
0.054481
0.046291
0.0465442
0.0439163
0.0368088
0.0513149
0.050285
0.046958
0.0535106
0.0597132
0.0527354
0.0472641
0.0614928
0.0484524
0.0490544
0.052578
0.0448278
0.0602511
0.0489586
0.0473016
0.0455932
0.051923
0.0402685
0.0558853
0.0466235
0.0422313
0.0454043
0.0440423
0.0606557
0.0516701
0.0533415
0.0643398
0.0536067
