total_branches
94.6857
60.1081
83.9143
95.2442
51.5517
78.4571
89.8026
71.7656
88.6724
52.625
75.5556
61.369
63.0192
52.4744
75.8571
73.8235
68.4
73.5161
71.0455
73.5385
71.129
83.3854
70.9565
63.1667
80.6143
55.42
90.6625
42.38
60.3393
77.3448
54
76.4265
79.0323
62.1667
67.9483
78.9516
45.9737
78.9571
89.5323
69.5
57.5
82.6452
60.9265
56.7143
51.2292
78.9487
97.5556
68.7297
75.197
71.6935
