total_drama
0.0468978
0.0337174
0.0351445
0.0344513
0.0464661
0.0329374
0.0325854
0.0388581
0.0378659
0.0467693
0.0393266
0.0388281
0.0477735
0.0511701
0.0341773
0.0272884
0.0456828
0.0354206
0.0446455
0.0497875
0.0435044
0.0464807
0.0380527
0.0410914
0.042103
0.0403746
0.0410656
0.0422501
0.0328891
0.0454601
0.0406293
0.0329654
0.0305506
0.0427869
0.0433764
0.0391056
0.0453181
0.0322693
0.0548787
0.0431626
0.0467875
0.0442156
0.0340542
0.0459484
0.0468778
0.0488497
0.0343209
0.0354528
0.0332883
0.0447546
