total_narrowness
29.4435
18.4828
21.507
15.5699
36.0696
13.681
20.5191
22.0066
24.1888
27.314
18.2343
18.9937
29.3837
23.7746
33.871
20.0846
25.2073
18.6667
24.177
22.4333
32.0446
14.684
25.1361
24.1892
25.9344
31.367
25.3366
24.1647
32.8864
23.5839
26.9466
16.1345
32.0991
26.7263
22.103
28.6325
17.6875
27.4216
20.8545
14.4453
29.3735
21.2703
17.9343
19.7857
24.1538
30.8507
37.5766
17.6371
32.5727
22.5758
29.1261
25.8489
13.5135
21.4545
30.4298
23.2627
36.1385
29.9535
27.7872
26.0216
17.106
22.6489
22.8571
29.1321
27.6769
24.0373
22.5024
21.8515
20.2211
35.6667
10.2576
22.5677
18.7162
36.6263
21.4138
30.1759
11
22.0995
19.5187
23.9787
31.6522
28.8938
22.1205
23.4483
29.618
23.8678
22.5455
25.7071
18.3418
26.8857
25.0065
32.479
30.418
17.3252
36.7831
38.6019
21.0625
27.0759
16.0197
17.4593
