total_lead_change_actions
25
8.27586
21.1268
10.8808
24.3478
18.9655
17.5573
13.8158
11.8881
15.7025
10.2857
6.25
20.9302
43.662
20.1613
8.46154
25.6098
38.8889
23.0088
25
25
6.06061
4.14201
20.7207
21.3115
17.4312
15.8416
22.3529
18.1818
2.91971
15.2672
13.4503
18.9189
24.2105
23.0303
11.1111
16.6667
17.6471
22.0657
5.66038
18.0723
9.00901
13.1313
29.7619
5.76923
22.3881
18.9189
20.1613
24.5455
5.05051
19.3277
16.5468
51.8919
20.202
9.64912
25.4237
17.6923
17.8295
22.3404
12.9496
10.2473
36.1702
28.5714
15.0943
12.3077
28.3582
14.0097
26.7327
21.0526
12.6126
40.9091
6.77083
31.0811
18.1818
6.89655
21.2963
66.4975
10.4265
9.09091
41.4894
29.3478
36.2832
33.7349
36.7816
7.86517
11.5702
26.1364
4.0404
13.2653
28.5714
36.7742
21.0084
18.8525
5.69106
28.9157
12.037
25.8929
36.7089
14.4737
13.3721
