total_drama
0.0747142
0.0890501
0.0772694
0.103718
0.0737583
0.102321
0.0821646
0.0950094
0.0801338
0.0712507
0.0799565
0.0710374
0.0564124
0.0745625
0.0568946
0.108603
0.0588929
0.0555967
0.0625624
0.0547486
0.0538398
0.10748
0.07914
0.0691674
0.0836658
0.0661052
0.0671741
0.0778484
0.0559191
0.0594271
0.0616547
0.082477
0.0537208
0.0709063
0.0913889
0.0699975
0.0915718
0.0685413
0.0786058
0.0953992
0.0670912
0.0617026
0.0977689
0.0841994
0.0686627
0.0617344
0.0813665
0.114605
0.0596692
0.0485953
0.0737341
0.0743325
0.151438
0.095957
0.0515844
0.0872119
0.062093
0.0608285
0.0571846
0.0745475
0.100061
0.090713
0.0823763
0.0765305
0.0760233
0.0705347
0.072687
0.0800639
0.0672127
0.0749759
0.0903165
0.0842776
0.073753
0.0515894
0.0692028
0.0654306
0.150684
0.114246
0.0904658
0.0986276
0.0715349
0.0618519
0.0832146
0.0669494
0.0502462
0.0747957
0.0680888
0.06563
0.0989826
0.0908758
0.105805
0.0782828
0.0536902
0.0835681
0.0507044
0.0728864
0.0860962
0.0560893
0.0923368
0.0862301
