game_evaluation_3
0
-0.0285714
-0.0422535
-0.0571429
-0.0833333
-0.0985915
-0.123288
-0.15493
-0.142857
-0.111111
-0.0985915
-0.0724638
-0.133333
-0.172414
-0.133333
-0.0508475
0
-0.0943396
-0.102041
-0.08
-0.176471
-0.153846
-0.269231
-0.245283
-0.111111
-0.132075
-0.125
-0.170732
-0.190476
-0.155556
-0.148936
-0.217391
-0.209302
-0.155556
-0.162791
-0.230769
-0.25
-0.190476
-0.209302
-0.268293
-0.25
-0.162791
-0.130435
0
0
-0.0526316
0
0.166667
0.235294
0.2
0.0344828
0.0344828
-0.0322581
0.0555556
0.0857143
0
-0.0322581
0.030303
0.0625
-0.037037
0.157895
0.36
0.214286
0.36
0.5
0.6
0.25
0.25
0.571429
0.647059
0.333333
1
