total_distance
1.35484
1.26897
1.35211
1.19689
1.43478
1.28448
1.42748
1.30921
1.23776
1.39669
1.22857
1.24375
1.38372
1.52113
1.29839
1.36923
1.31707
1.56944
1.30973
1.24167
1.36607
1.22078
1.26036
1.40541
1.29508
1.38532
1.42574
1.42353
1.27273
1.18978
1.25191
1.25146
1.35135
1.42105
1.35758
1.39316
1.48958
1.48039
1.23474
1.13962
1.37349
1.45045
1.16667
1.41667
1.27885
1.41791
1.36937
1.5
1.29091
1.31313
1.51261
1.33813
1.16216
1.44444
1.32456
1.27966
1.30769
1.37984
1.41489
1.42446
1.19435
1.47872
1.57143
1.20755
1.36923
1.30597
1.19324
1.37624
1.54737
1.36937
1.62121
1.23958
1.44595
1.28283
1.25287
1.41667
1.20305
1.21801
1.26738
1.32979
1.3913
1.50442
1.53012
1.48276
1.29213
1.5124
1.375
1.34343
1.21939
1.39048
1.30323
1.47899
1.33607
1.29268
1.3494
1.37037
1.46429
1.49367
1.36184
1.26163
