total_decision_factors
58.1491
35.5588
46.4237
32.8907
69.9533
28.3558
44.1066
46.1103
48.6241
61.8545
47.0248
46.5467
62.5584
62.2969
72.5
45.6261
54.7308
42.8923
59.4747
54.0818
71.1373
32.7368
46.9875
53.3725
52.6887
62.9048
57.625
59
80.5135
51.8385
59.3697
34.7722
69.9208
59.0909
49.0764
55.8073
44.1047
63.5213
45.5894
33.364
58.8784
51.2277
34.2872
49.4744
49.6701
66.4286
76.697
38.4286
69.4804
59.5
66.8131
61.129
27.2416
42.8556
64.7843
55.243
68.9756
69.5565
53.7419
56.0317
36.2566
49.5952
52.72
54.8515
59.6271
49.1008
46.3212
50.5765
46.5604
72.4653
22.1034
44.022
39.4844
74.0532
48.479
59.7172
23.6684
38.9461
42.1333
48.0698
64.7195
63
51.5946
56.8816
63.759
50.0909
53.5974
58.6154
36.2139
53.32
51
69.6937
70.6937
38.0085
79.4103
82.8211
46.6078
57.4865
34.3379
41.1063
