game_evaluation_1
0
-0.0140845
0.0144928
-0.0149254
-0.0704225
-0.0410959
-0.0540541
-0.0263158
-0.038961
-0.0126582
0.012987
0
-0.025641
-0.038961
-0.0263158
-0.0540541
-0.0789474
-0.123288
-0.135135
-0.111111
-0.16129
-0.125
-0.0909091
-0.111111
-0.0333333
-0.0188679
-0.0204082
-0.0416667
-0.0212766
0
-0.0204082
-0.0769231
-0.111111
-0.0714286
-0.0508475
-0.037037
0
-0.0175439
0.0181818
0.04
0.0612245
0.132075
0.153846
0.12
0.0769231
0.0588235
0.0384615
0.107143
0.0877193
0.118644
0.137931
0.127273
0.148148
0.178571
0.163636
0.132075
0.0909091
0.152542
0.114754
0.0847458
0.0909091
-0.111111
-0.227273
-0.0416667
0.0869565
0.0454545
0.0952381
-0.136364
-0.255814
-0.255814
-0.25
-0.230769
-0.222222
-0.2
-0.214286
-0.133333
-0.1875
-0.0555556
-0.105263
-0.0857143
0.0285714
0
0.117647
0.0967742
-0.0526316
-0.025641
0.2
0.176471
0.111111
0.0857143
0.125
0.142857
0.0666667
0.0967742
0.172414
0.151515
0.111111
0.125
0.172414
0.2
0.125
0
-0.0666667
-0.04
0.0434783
0.230769
0.28
0.272727
0.166667
0.181818
0.2
0.217391
0.272727
0.0909091
0.157895
0.2
0.142857
0.1
0.157895
-0.217391
-0.222222
-0.1
-0.142857
-0.222222
-0.294118
-0.157895
-0.111111
-0.176471
-0.263158
-0.375
-0.384615
-0.285714
-0.444444
-0.529412
-0.5
-0.75
-0.833333
-0.6
-0.571429
-0.818182
-1
